work_id,state,constituency,honble_members_of_parliament,work_category,work_description,work_status,status_category,anomaly_score,anomaly_label,anomaly_severity,anomaly_category,triggered_rules,explanation,key_metrics,statistical_score,rule_score,if_score,sanction_amount,total_spent,cost_overrun_ratio,amount_disbursed,sanction_delay_days,completion_duration_days,recommended_date,sanction_date,completion_date,vendor_hhi,vendor_count,payment_count,max_vendor_share,single_vendor_flag,missing_image_flag,payment_still_pending,near_threshold_count,near_threshold_ratio,advance_payment_ratio,amount_vs_category_median,duration_vs_category_median
WS/MP517/2024-2025/137541,Uttar Pradesh,FATEHPUR SIKRI,Rajkumar Chahar,Normal/Others,"1. Nayabas shamshan ghat 2- Panchayat Ghar Nagala Shadi 3- Amadpur Near Munnalal House 4 Nayabans Near Tukman Singh House 5 Badovara Khurd near Shiv Kumar House 6- In Sudrai Near Srinivas House 7- In Dauki Near Rajkumar Pundir 8- Dauki Near Dixit Meraj home 9- Gadhi Jahan Singh on Chauraha As Old Recomandation no 7896 Sr no is 5,7,8,9,10,11,19,23,24",Physical Inspection,Completed,0.4225887531671967,True,medium,vendor,R09,"All ₹2,242,634 of expenditure was directed to a single vendor for this large project, raising concentration risk.","Sanction: ₹2,242,634; Disbursed: ₹2,242,634; Cost ratio: 1.00; Sanction delay: 33d; Duration: 163d",0.5869505244946281,0.5,0.21671749155297038,2242634.0,2242634.0,1.0,2242634.0,33,163.0,2024-08-28,2024-09-30,2025-03-12,1.0,1.0,2.0,1.0,True,False,False,0.0,0.0,0.7459473993527254,7.475446666666667,0.7149122807017544
WS/MP577/2025-2026/133579,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,bhutardi game bhuriya faliya ma c.c.road nu kam,Physical Inspection,Ongoing,0.4224980284662476,True,medium,financial,"R03,R07","Sanction was delayed by 444 days after recommendation, far exceeding the typical processing time. 1 out of 1.0 payments (100%) fall just below statutory thresholds, suggesting potential contract splitting.","Sanction: ₹247,496; Disbursed: ₹247,496; Cost ratio: 1.00; Sanction delay: 444d; Vendor HHI: 1.00",0.3223258210261477,0.6875,0.19119020917060192,247496.0,247496.0,1.0,,444,,2024-07-17,2025-10-04,,1.0,1.0,1.0,1.0,True,False,False,1.0,1.0,1.0,0.8249866666666666,
WS/MP18250/2025-2026/139057,West Bengal,BASIRHAT,SK NURUL ISLAM,Normal/Others,Installation of 33 nos.  Electric Street LED Light at different places at Khasbalanda G.P under Haroa Block (SLNo. 44),Work Completed,Completed,0.42225443399483353,True,medium,temporal,R04,"This ₹726,000 work was completed in only 1 days, which is suspiciously fast for a project of this budget.","Sanction: ₹726,000; Disbursed: ₹725,693; Cost ratio: 1.00; Sanction delay: 284d; Duration: 1d",0.21864556498170445,0.75,0.193122979284021,726000.0,725693.0,0.9995771349862259,725693.0,284,1.0,2024-09-05,2025-06-16,2025-06-17,1.0,1.0,1.0,1.0,True,False,False,0.0,0.0,1.0,2.42,0.0043859649122807015
WS/MP18390/2024-2025/146105,Uttar Pradesh,GHAZIPUR,AFZAL ANSARI,Normal/Others,"Installation of High Mask Light at: 10)	Village Pahadpur Khurd, Block Manihari 11)	Village Velhara, Block Jakhaniya 12)	Village Jafarpur, Block Jakhaniya 13)	Village Chak Malook, Block Manihari 14)	Village Madhuban Chatti, Block Manihar 15)	Village Chak Bakar Chowraha, Block Manihari 16)	Village Mahpur, Block Sadat 17)	Village Makdoompur, Block Sadat, Near Pulia",Physical Inspection,Completed,0.4221442717681578,True,medium,vendor,R09,"All ₹1,419,209 of expenditure was directed to a single vendor for this large project, raising concentration risk.","Sanction: ₹1,423,400; Disbursed: ₹1,419,209; Cost ratio: 1.00; Sanction delay: 161d; Duration: 286d",0.5645668710276088,0.5,0.23143586860358734,1423400.0,1419209.0,0.9970556414219475,1421528.0,161,286.0,2024-10-08,2025-03-18,2025-12-29,1.0,1.0,2.0,1.0,True,False,False,0.0,0.0,0.7567180027747851,4.744666666666666,1.2543859649122806
WS/MP18006/2024-2025/139520,Andhra Pradesh,CHITTOOR,DAGGUMALLA PRASADA RAO,Normal/Others,"Construction of Compound Wall and jungle bushes clear, stone removed for Burial Ground in Thumba ST Colony and Village, Thuma GP of Bangarupalem Mandal, Puthalapattu Constituency",Work Completed,Completed,0.42211410191410503,True,medium,financial,R07,"1 out of 1.0 payments (100%) fall just below statutory thresholds, suggesting potential contract splitting.","Sanction: ₹500,000; Disbursed: ₹499,164; Cost ratio: 1.00; Sanction delay: 31d; Duration: 197d",0.4270627835842076,0.75,0.04385258862300878,500000.0,499164.0,0.998328,499164.0,31,197.0,2024-09-06,2024-10-07,2025-04-22,1.0,1.0,1.0,1.0,True,False,False,1.0,1.0,1.0,1.6666666666666667,0.8640350877192983
WS/MP479/2024-2025/138334,West Bengal,BISHNUPUR(SC),Saumitra khan,Normal/Others,Construction of cycle stand.,Physical Inspection,Completed,0.42209752074324514,True,medium,financial,R07,"1 out of 1.0 payments (100%) fall just below statutory thresholds, suggesting potential contract splitting.","Sanction: ₹499,031; Disbursed: ₹499,031; Cost ratio: 1.00; Sanction delay: 102d; Duration: 605d",0.14234219624799566,0.75,0.24717706194641764,499031.0,499031.0,1.0,499031.0,102,605.0,2024-09-02,2024-12-13,2026-08-10,1.0,1.0,1.0,1.0,True,False,False,1.0,1.0,1.0,1.6634366666666667,2.6535087719298245
WS/MP826/2024-2025/135594,West Bengal,DARJEELING,Raju Bista,Normal/Others,"Construction of jeepable road from Smt. Munni Tamang House to Dambar Singh Chhetri's land  Ref: Bikram Pakhrin (8509370443), Member, Chenga-Panighatta",Physical Inspection,Completed,0.42186721828124246,True,medium,financial,R07,"1 out of 1.0 payments (100%) fall just below statutory thresholds, suggesting potential contract splitting.","Sanction: ₹499,759; Disbursed: ₹499,759; Cost ratio: 1.00; Sanction delay: 129d; Duration: 591d",0.14241955038230739,0.75,0.2464638019590445,499759.0,499759.0,1.0,499759.0,129,591.0,2024-08-16,2024-12-23,2026-08-06,1.0,1.0,1.0,1.0,True,False,False,1.0,1.0,1.0,1.6658633333333333,2.5921052631578947
WS/MP743/2025-2026/142806,Tamil Nadu,KANCHEEPURAM(SC),Ganesan Selvam,Normal/Others,"Construction of Drama Stage at GWHSS, Erumbedu.",Physical Inspection,Completed,0.42179521987081636,True,medium,temporal,"R04,R05","This ₹899,711 work was completed in only 6 days, which is suspiciously fast for a project of this budget. Completed work worth ₹899,711 has no verification photograph attached, which is a compliance gap.","Sanction: ₹899,711; Disbursed: ₹899,711; Cost ratio: 1.00; Sanction delay: 360d; Duration: 6d",0.26805370581768273,0.6875,0.22794798118970205,899711.0,899711.0,1.0,899711.0,360,6.0,2024-09-23,2025-09-18,2025-09-24,1.0,1.0,1.0,1.0,True,True,False,0.0,0.0,1.0,2.9990366666666666,0.02631578947368421
WS/MP745/2025-2026/141299,Tamil Nadu,TIRUPPUR,K Subbarayan,Normal/Others,"ward no 11th,bathrooms,portikoo,compund wall at tirupur corpration",Physical Inspection,Completed,0.4215681250564856,True,medium,temporal,R04,"This ₹500,000 work was completed in only 0 days, which is suspiciously fast for a project of this budget.","Sanction: ₹500,000; Disbursed: ₹500,000; Cost ratio: 1.00; Sanction delay: 310d; Vendor HHI: 1.00",0.23518922366970202,0.75,0.17934519754017164,500000.0,500000.0,1.0,500000.0,310,0.0,2024-09-16,2025-07-23,2025-07-23,1.0,1.0,1.0,1.0,True,False,False,0.0,0.0,1.0,1.6666666666666667,0.0
WS/MP18193/2024-2025/144398,Telangana,MALKAJGIRI,EATALA RAJENDER,Normal/Others,Construction of Compound/Protection Wall to proposed Community Hall and Park at Sathya Nagar Citizens Welfare Association in Sy No. 1091 & 1092.,Physical Inspection,Ongoing,0.42128039950869317,True,medium,vendor,R09,"All ₹1,308,763 of expenditure was directed to a single vendor for this large project, raising concentration risk.","Sanction: ₹1,500,000; Disbursed: ₹1,308,763; Cost ratio: 0.87; Sanction delay: 164d; Vendor HHI: 1.00",0.5773561880104181,0.5,0.21983243573168187,1500000.0,1308763.0,0.8725086666666667,,164,,2024-09-29,2025-03-12,,1.0,1.0,1.0,1.0,True,False,False,0.0,0.0,1.0,5.0,
WS/MP727/2024-2025/142174,Rajasthan,KOTA,Om Birla,Normal/Others,"Shri Jingar Samaj Panchayat Society Kota K Chatrawas Mai Kamre Nirman Ka Karya. Place-Ocf 6/2, Subhash Nagar, 2nd Kota,  Recommended Amount- 10.00 Lakh Rs., Implementing Agency - Uit Kota (05 Dated 18.09.2024)",Physical Inspection,Completed,0.4211073652109398,True,medium,compliance,R05,"Completed work worth ₹999,278 has no verification photograph attached, which is a compliance gap.","Sanction: ₹999,278; Disbursed: ₹999,278; Cost ratio: 1.00; Sanction delay: 111d; Duration: 445d",0.20867439609764718,0.5,0.48268218910436567,999278.0,999278.0,1.0,999278.0,111,445.0,2024-09-21,2025-01-10,2026-03-31,1.0,1.0,3.0,1.0,True,True,False,0.0,0.0,0.46789381933756174,3.3309266666666666,1.9517543859649122
WS/MP526/2024-2025/146049,Andhra Pradesh,KADAPA,Y S Avinash Reddy,Normal/Others,Providing 600 mm CC drain from Anjaneya swamy temple to Karnati Ramakrishna Reddy house along kogatam main road of Kamalapuram mandal.,Physical Inspection,Completed,0.42096555887999365,True,medium,vendor,R09,"All ₹2,496,908 of expenditure was directed to a single vendor for this large project, raising concentration risk.","Sanction: ₹2,496,908; Disbursed: ₹2,496,908; Cost ratio: 1.00; Sanction delay: 93d; Duration: 75d",0.6446197923736273,0.5,0.17088745939024796,2496908.0,2496908.0,1.0,2496908.0,93,75.0,2024-10-08,2025-01-09,2025-03-25,1.0,1.0,1.0,1.0,True,False,False,0.0,0.0,1.0,8.323026666666667,0.32894736842105265
WS/MP394/2024-2025/136033,Tamil Nadu,KANNIYAKUMARI,Shri vijayakumar Vasanth,Normal/Others,chennanvilai,Work Completed,Completed,0.42091510211684535,True,medium,vendor,R09,"All ₹1,287,207 of expenditure was directed to a single vendor for this large project, raising concentration risk.","Sanction: ₹1,300,000; Disbursed: ₹1,287,207; Cost ratio: 0.99; Sanction delay: 38d; Duration: 483d",0.5437759534382116,0.5,0.2427746107351212,1300000.0,1287207.0,0.9901592307692307,1287207.0,38,483.0,2024-08-17,2024-09-24,2026-01-20,1.0,1.0,1.0,1.0,True,False,False,0.0,0.0,1.0,4.333333333333333,2.1184210526315788
WS/MP812/2026-2027/147488,Uttar Pradesh,KUSHI NAGAR,Vijay Kumar Dubey,Normal/Others,SITUHIYA BLOCK MOTICHAK KE PRATHAMIK VIDYALAY KE PRANGAN ME OPEN GYM KI STHAPANA,Sanction,To Be Implemented,0.42090744440898786,True,medium,temporal,R03,"Sanction was delayed by 673 days after recommendation, far exceeding the typical processing time.","Sanction: ₹850,000; Sanction delay: 673d; Vendor HHI: 1.00",0.4206685138382802,0.5,0.3306866169983367,850000.0,,,,673,,2024-10-15,2026-08-19,,1.0,,,1.0,False,False,False,,,,2.8333333333333335,
WS/MP812/2026-2027/147511,Uttar Pradesh,KUSHI NAGAR,Vijay Kumar Dubey,Normal/Others,KHADDA ME MODEL SHOP KE BAGAL SE SHURU HOKAR BAZAR JANE WALI PICH SADAK TAK MITTI AUR KHADANJA  NIRMAN KARRY,Sanction,To Be Implemented,0.42090744440898786,True,medium,temporal,R03,"Sanction was delayed by 673 days after recommendation, far exceeding the typical processing time.","Sanction: ₹349,000; Sanction delay: 673d; Vendor HHI: 1.00",0.4206685138382802,0.5,0.3306866169983367,349000.0,,,,673,,2024-10-15,2026-08-19,,1.0,,,1.0,False,False,False,,,,1.1633333333333333,
WS/MP745/2025-2026/141314,Tamil Nadu,TIRUPPUR,K Subbarayan,Normal/Others,"gobi, ayalur uratchi, consraction of new building",Physical Inspection,Completed,0.42078360939656617,True,medium,vendor,"R04,R09","This ₹1,034,903 work was completed in only 0 days, which is suspiciously fast for a project of this budget. All ₹1,034,903 of expenditure was directed to a single vendor for this large project, raising concentration risk.","Sanction: ₹1,034,903; Disbursed: ₹1,034,903; Cost ratio: 1.00; Sanction delay: 346d; Vendor HHI: 1.00",0.25879755687115813,0.6875,0.23166920051079043,1034903.0,1034903.0,1.0,1034903.0,346,0.0,2024-09-16,2025-08-28,2025-08-28,1.0,1.0,1.0,1.0,True,False,False,0.0,0.0,1.0,3.4496766666666665,0.0
WS/MP18138/2024-2025/148126,Mizoram,MIZORAM (ST),RICHARD VANLALHMANGAIHA,Normal/Others,"Upgradation/Renovationof Thaidawr to Zomuantlang road, Phuldungsei, Zampui",Work Completed,Completed,0.42068735005589725,True,medium,financial,"R05,R07","Completed work worth ₹990,000 has no verification photograph attached, which is a compliance gap. 2 out of 2.0 payments (100%) fall just below statutory thresholds, suggesting potential contract splitting.","Sanction: ₹990,000; Disbursed: ₹990,000; Cost ratio: 1.00; Sanction delay: 91d; Duration: 386d",0.20723219956897462,0.6875,0.2682265718961532,990000.0,990000.0,1.0,990000.0,91,386.0,2024-10-17,2025-01-16,2026-02-06,1.0,1.0,2.0,1.0,True,True,False,2.0,1.0,0.5,3.3,1.6929824561403508
WS/MP664/2025-2026/146328,Maharashtra,MUMBAI SOUTH,Arvind Ganpat Sawant,Normal/Others,hasma jetha chwal zakeria bunder sewri water pipeline,Physical Inspection,Completed,0.42060202290365867,True,medium,vendor,"R04,R09","This ₹1,196,940 work was completed in only 0 days, which is suspiciously fast for a project of this budget. All ₹1,196,940 of expenditure was directed to a single vendor for this large project, raising concentration risk.","Sanction: ₹1,196,940; Disbursed: ₹1,196,940; Cost ratio: 1.00; Sanction delay: 344d; Vendor HHI: 1.00",0.25747609148834394,0.6875,0.23209428580449332,1196940.0,1196940.0,1.0,1196940.0,344,0.0,2024-10-08,2025-09-17,2025-09-17,1.0,1.0,1.0,1.0,True,False,False,0.0,0.0,1.0,3.9898,0.0
WS/MP664/2025-2026/146325,Maharashtra,MUMBAI SOUTH,Arvind Ganpat Sawant,Normal/Others,ahok mahadeo palwankar dighenagar socity community hall,Physical Inspection,Completed,0.42060202290365867,True,medium,vendor,"R04,R09","This ₹1,193,715 work was completed in only 0 days, which is suspiciously fast for a project of this budget. All ₹1,193,715 of expenditure was directed to a single vendor for this large project, raising concentration risk.","Sanction: ₹1,193,715; Disbursed: ₹1,193,715; Cost ratio: 1.00; Sanction delay: 344d; Vendor HHI: 1.00",0.25747609148834394,0.6875,0.23209428580449332,1193715.0,1193715.0,1.0,1193715.0,344,0.0,2024-10-08,2025-09-17,2025-09-17,1.0,1.0,1.0,1.0,True,False,False,0.0,0.0,1.0,3.97905,0.0
WS/MP18006/2024-2025/135639,Andhra Pradesh,CHITTOOR,DAGGUMALLA PRASADA RAO,Normal/Others,Construction of Under Ground Drainage at Thalaripalli HW(Reach 1) H/O Ramakrishnapuram GP in Penumuru Mandal of GD Nelloore Constituency.,Physical Inspection,Completed,0.42057007862805135,True,medium,financial,R10,"93% of total funds were disbursed in the first payment, despite having 2.0 total payments, indicating excessive upfront payment.","Sanction: ₹440,871; Disbursed: ₹440,871; Cost ratio: 1.00; Sanction delay: 14d; Duration: 358d",0.15290648520807423,0.75,0.23526702093152219,440871.0,440871.0,1.0,440871.0,14,358.0,2024-08-13,2024-08-27,2025-08-20,1.0,1.0,2.0,1.0,True,False,False,0.0,0.0,0.9250052736514763,1.46957,1.5701754385964912
WS/MP18006/2024-2025/141505,Andhra Pradesh,CHITTOOR,DAGGUMALLA PRASADA RAO,Normal/Others,"Minor Repairs to Govt. SW Girls Hostel in G.D.Nellore of G.D.Nellore Mandal, G.D.Nellore Constituency.",Work Completed,Completed,0.42029210630882613,True,medium,financial,R07,"1 out of 1.0 payments (100%) fall just below statutory thresholds, suggesting potential contract splitting.","Sanction: ₹500,000; Disbursed: ₹499,447; Cost ratio: 1.00; Sanction delay: 7d; Duration: 152d",0.37957055208406587,0.75,0.07256990939374186,500000.0,499447.0,0.998894,499447.0,7,152.0,2024-09-18,2024-09-25,2025-02-24,1.0,1.0,1.0,1.0,True,False,False,1.0,1.0,1.0,1.6666666666666667,0.6666666666666666
WS/MP18173/2024-2025/139191,Tamil Nadu,ARANI,THARANIVENTHAN M S,Normal/Others,Providing CC paver blocks at Kulakarai pathai at Taludali panchayat,Physical Inspection,Completed,0.4202542084861204,True,medium,financial,R07,"1 out of 1.0 payments (100%) fall just below statutory thresholds, suggesting potential contract splitting.","Sanction: ₹999,800; Disbursed: ₹999,800; Cost ratio: 1.00; Sanction delay: 43d; Duration: 505d",0.20875572498226147,0.75,0.19447222068729997,999800.0,999800.0,1.0,999800.0,43,505.0,2024-09-05,2024-10-18,2026-03-07,1.0,1.0,1.0,1.0,True,False,False,1.0,1.0,1.0,3.332666666666667,2.2149122807017543
WS/MP18158/2024-2025/141789,Punjab,PATIALA,DR DHARAMVIRA GANDHI,Normal/Others,Construction of two toilets in Govt High School Lalochi,Physical Inspection,Completed,0.4202072215712633,True,medium,statistical,,This work shows unusual patterns across multiple financial and operational metrics compared to similar works.,"Sanction: ₹150,000; Disbursed: ₹150,000; Cost ratio: 1.00; Sanction delay: 120d; Duration: 371d",0.4786527747880523,0.0,0.8586972224978578,150000.0,150000.0,1.0,150000.0,120,371.0,2024-09-19,2025-01-17,2026-01-23,0.16737748328888888,11.0,13.0,0.2462,False,False,False,0.0,0.0,0.04933333333333333,0.5,1.6271929824561404
WS/MP479/2024-2025/138180,West Bengal,BISHNUPUR(SC),Saumitra khan,Normal/Others,"Installation of Solar LED Street Light with Pole (Pole- 6mtr, 18Watt, Battery- 12.8V, 24 AH Lithium Ferro Battery, Module- 75Wp Solar Panel) Total Nos. 52Nos. x 38000/- Each",Physical Inspection,Completed,0.4201637296593718,True,medium,vendor,R09,"All ₹1,768,329 of expenditure was directed to a single vendor for this large project, raising concentration risk.","Sanction: ₹1,768,329; Disbursed: ₹1,768,329; Cost ratio: 1.00; Sanction delay: 102d; Duration: 605d",0.4330415880742234,0.5,0.3197238075451886,1768329.0,1768329.0,1.0,1768329.0,102,605.0,2024-09-02,2024-12-13,2026-08-10,1.0,1.0,1.0,1.0,True,False,False,0.0,0.0,1.0,5.89443,2.6535087719298245
WS/MP18031/2025-2026/143459,Bihar,AURANGABAD_BR,ABHAY KUMAR SINHA,Normal/Others,purchase of books for school library five lacs each school library,Physical Inspection,Completed,0.4200264224501743,True,medium,financial,"R04,R07","This ₹498,748 work was completed in only 0 days, which is suspiciously fast for a project of this budget. 1 out of 1.0 payments (100%) fall just below statutory thresholds, suggesting potential contract splitting.","Sanction: ₹498,748; Disbursed: ₹498,748; Cost ratio: 1.00; Sanction delay: 191d; Vendor HHI: 1.00",0.16584955570777096,0.8250000000000001,0.138754381494947,498748.0,498748.0,1.0,498748.0,191,0.0,2024-09-25,2025-04-04,2025-04-04,1.0,1.0,1.0,1.0,True,False,False,1.0,1.0,1.0,1.6624933333333334,0.0
WS/MP18031/2025-2026/143461,Bihar,AURANGABAD_BR,ABHAY KUMAR SINHA,Normal/Others,purchase of books for school library five lacs each school library,Physical Inspection,Completed,0.4200264224501743,True,medium,financial,"R04,R07","This ₹498,748 work was completed in only 0 days, which is suspiciously fast for a project of this budget. 1 out of 1.0 payments (100%) fall just below statutory thresholds, suggesting potential contract splitting.","Sanction: ₹498,748; Disbursed: ₹498,748; Cost ratio: 1.00; Sanction delay: 191d; Vendor HHI: 1.00",0.16584955570777096,0.8250000000000001,0.138754381494947,498748.0,498748.0,1.0,498748.0,191,0.0,2024-09-25,2025-04-04,2025-04-04,1.0,1.0,1.0,1.0,True,False,False,1.0,1.0,1.0,1.6624933333333334,0.0
WS/MP18031/2025-2026/143462,Bihar,AURANGABAD_BR,ABHAY KUMAR SINHA,Normal/Others,purchase of books for school library five lacs each school library,Physical Inspection,Completed,0.4200264224501743,True,medium,financial,"R04,R07","This ₹498,748 work was completed in only 0 days, which is suspiciously fast for a project of this budget. 1 out of 1.0 payments (100%) fall just below statutory thresholds, suggesting potential contract splitting.","Sanction: ₹498,748; Disbursed: ₹498,748; Cost ratio: 1.00; Sanction delay: 191d; Vendor HHI: 1.00",0.16584955570777096,0.8250000000000001,0.138754381494947,498748.0,498748.0,1.0,498748.0,191,0.0,2024-09-25,2025-04-04,2025-04-04,1.0,1.0,1.0,1.0,True,False,False,1.0,1.0,1.0,1.6624933333333334,0.0
WS/MP18031/2025-2026/143486,Bihar,AURANGABAD_BR,ABHAY KUMAR SINHA,Normal/Others,purchase of books for school library. sanction of five lacs of each school,Physical Inspection,Completed,0.4200264224501743,True,medium,financial,"R04,R07","This ₹498,748 work was completed in only 0 days, which is suspiciously fast for a project of this budget. 1 out of 1.0 payments (100%) fall just below statutory thresholds, suggesting potential contract splitting.","Sanction: ₹498,748; Disbursed: ₹498,748; Cost ratio: 1.00; Sanction delay: 191d; Vendor HHI: 1.00",0.16584955570777096,0.8250000000000001,0.138754381494947,498748.0,498748.0,1.0,498748.0,191,0.0,2024-09-25,2025-04-04,2025-04-04,1.0,1.0,1.0,1.0,True,False,False,1.0,1.0,1.0,1.6624933333333334,0.0
WS/MP18031/2025-2026/143485,Bihar,AURANGABAD_BR,ABHAY KUMAR SINHA,Normal/Others,purchase of books for school library. sanction of five lacs of each school,Physical Inspection,Completed,0.4200264224501743,True,medium,financial,"R04,R07","This ₹498,748 work was completed in only 0 days, which is suspiciously fast for a project of this budget. 1 out of 1.0 payments (100%) fall just below statutory thresholds, suggesting potential contract splitting.","Sanction: ₹498,748; Disbursed: ₹498,748; Cost ratio: 1.00; Sanction delay: 191d; Vendor HHI: 1.00",0.16584955570777096,0.8250000000000001,0.138754381494947,498748.0,498748.0,1.0,498748.0,191,0.0,2024-09-25,2025-04-04,2025-04-04,1.0,1.0,1.0,1.0,True,False,False,1.0,1.0,1.0,1.6624933333333334,0.0
WS/MP18031/2025-2026/143484,Bihar,AURANGABAD_BR,ABHAY KUMAR SINHA,Normal/Others,purchase of books for school library. sanction of five lacs of each school,Physical Inspection,Completed,0.4200264224501743,True,medium,financial,"R04,R07","This ₹498,748 work was completed in only 0 days, which is suspiciously fast for a project of this budget. 1 out of 1.0 payments (100%) fall just below statutory thresholds, suggesting potential contract splitting.","Sanction: ₹498,748; Disbursed: ₹498,748; Cost ratio: 1.00; Sanction delay: 191d; Vendor HHI: 1.00",0.16584955570777096,0.8250000000000001,0.138754381494947,498748.0,498748.0,1.0,498748.0,191,0.0,2024-09-25,2025-04-04,2025-04-04,1.0,1.0,1.0,1.0,True,False,False,1.0,1.0,1.0,1.6624933333333334,0.0
WS/MP18031/2025-2026/143457,Bihar,AURANGABAD_BR,ABHAY KUMAR SINHA,Normal/Others,purchase of books for school library five lacs each school library,Physical Inspection,Completed,0.4200264224501743,True,medium,financial,"R04,R07","This ₹498,748 work was completed in only 0 days, which is suspiciously fast for a project of this budget. 1 out of 1.0 payments (100%) fall just below statutory thresholds, suggesting potential contract splitting.","Sanction: ₹498,748; Disbursed: ₹498,748; Cost ratio: 1.00; Sanction delay: 191d; Vendor HHI: 1.00",0.16584955570777096,0.8250000000000001,0.138754381494947,498748.0,498748.0,1.0,498748.0,191,0.0,2024-09-25,2025-04-04,2025-04-04,1.0,1.0,1.0,1.0,True,False,False,1.0,1.0,1.0,1.6624933333333334,0.0
WS/MP18031/2025-2026/143458,Bihar,AURANGABAD_BR,ABHAY KUMAR SINHA,Normal/Others,purchase of books for school library five lacs each school library,Physical Inspection,Completed,0.4200264224501743,True,medium,financial,"R04,R07","This ₹498,748 work was completed in only 0 days, which is suspiciously fast for a project of this budget. 1 out of 1.0 payments (100%) fall just below statutory thresholds, suggesting potential contract splitting.","Sanction: ₹498,748; Disbursed: ₹498,748; Cost ratio: 1.00; Sanction delay: 191d; Vendor HHI: 1.00",0.16584955570777096,0.8250000000000001,0.138754381494947,498748.0,498748.0,1.0,498748.0,191,0.0,2024-09-25,2025-04-04,2025-04-04,1.0,1.0,1.0,1.0,True,False,False,1.0,1.0,1.0,1.6624933333333334,0.0
WS/MP18031/2025-2026/143456,Bihar,AURANGABAD_BR,ABHAY KUMAR SINHA,Normal/Others,purchase of books for school library five lacs each school library,Physical Inspection,Completed,0.4200264224501743,True,medium,financial,"R04,R07","This ₹498,748 work was completed in only 0 days, which is suspiciously fast for a project of this budget. 1 out of 1.0 payments (100%) fall just below statutory thresholds, suggesting potential contract splitting.","Sanction: ₹498,748; Disbursed: ₹498,748; Cost ratio: 1.00; Sanction delay: 191d; Vendor HHI: 1.00",0.16584955570777096,0.8250000000000001,0.138754381494947,498748.0,498748.0,1.0,498748.0,191,0.0,2024-09-25,2025-04-04,2025-04-04,1.0,1.0,1.0,1.0,True,False,False,1.0,1.0,1.0,1.6624933333333334,0.0
WS/MP18031/2025-2026/143482,Bihar,AURANGABAD_BR,ABHAY KUMAR SINHA,Normal/Others,purchase of books for school library. sanction of five lacs of each school,Physical Inspection,Completed,0.4200264224501743,True,medium,financial,"R04,R07","This ₹498,748 work was completed in only 0 days, which is suspiciously fast for a project of this budget. 1 out of 1.0 payments (100%) fall just below statutory thresholds, suggesting potential contract splitting.","Sanction: ₹498,748; Disbursed: ₹498,748; Cost ratio: 1.00; Sanction delay: 191d; Vendor HHI: 1.00",0.16584955570777096,0.8250000000000001,0.138754381494947,498748.0,498748.0,1.0,498748.0,191,0.0,2024-09-25,2025-04-04,2025-04-04,1.0,1.0,1.0,1.0,True,False,False,1.0,1.0,1.0,1.6624933333333334,0.0
WS/MP18031/2025-2026/143483,Bihar,AURANGABAD_BR,ABHAY KUMAR SINHA,Normal/Others,purchase of books for school library. sanction of five lacs of each school,Physical Inspection,Completed,0.4200264224501743,True,medium,financial,"R04,R07","This ₹498,748 work was completed in only 0 days, which is suspiciously fast for a project of this budget. 1 out of 1.0 payments (100%) fall just below statutory thresholds, suggesting potential contract splitting.","Sanction: ₹498,748; Disbursed: ₹498,748; Cost ratio: 1.00; Sanction delay: 191d; Vendor HHI: 1.00",0.16584955570777096,0.8250000000000001,0.138754381494947,498748.0,498748.0,1.0,498748.0,191,0.0,2024-09-25,2025-04-04,2025-04-04,1.0,1.0,1.0,1.0,True,False,False,1.0,1.0,1.0,1.6624933333333334,0.0
WS/MP18031/2025-2026/143476,Bihar,AURANGABAD_BR,ABHAY KUMAR SINHA,Normal/Others,purchase of books for school library. sanction of rupees five lacs each school,Physical Inspection,Completed,0.4200264224501743,True,medium,financial,"R04,R07","This ₹498,748 work was completed in only 0 days, which is suspiciously fast for a project of this budget. 1 out of 1.0 payments (100%) fall just below statutory thresholds, suggesting potential contract splitting.","Sanction: ₹498,748; Disbursed: ₹498,748; Cost ratio: 1.00; Sanction delay: 191d; Vendor HHI: 1.00",0.16584955570777096,0.8250000000000001,0.138754381494947,498748.0,498748.0,1.0,498748.0,191,0.0,2024-09-25,2025-04-04,2025-04-04,1.0,1.0,1.0,1.0,True,False,False,1.0,1.0,1.0,1.6624933333333334,0.0
WS/MP18031/2025-2026/143481,Bihar,AURANGABAD_BR,ABHAY KUMAR SINHA,Normal/Others,purchase of books for school library. sanction of five lacs of each school,Physical Inspection,Completed,0.4200264224501743,True,medium,financial,"R04,R07","This ₹498,748 work was completed in only 0 days, which is suspiciously fast for a project of this budget. 1 out of 1.0 payments (100%) fall just below statutory thresholds, suggesting potential contract splitting.","Sanction: ₹498,748; Disbursed: ₹498,748; Cost ratio: 1.00; Sanction delay: 191d; Vendor HHI: 1.00",0.16584955570777096,0.8250000000000001,0.138754381494947,498748.0,498748.0,1.0,498748.0,191,0.0,2024-09-25,2025-04-04,2025-04-04,1.0,1.0,1.0,1.0,True,False,False,1.0,1.0,1.0,1.6624933333333334,0.0
